Date,Country,TemperatureC
2020-05-23,Afghanistan,22.570543608220614
2020-05-24,Afghanistan,22.71231235312016
2020-05-25,Afghanistan,22.85078332011348
2020-05-26,Afghanistan,22.985956509200566
2020-05-27,Afghanistan,23.117831920381427
2020-05-28,Afghanistan,23.246409553656054
2020-05-29,Afghanistan,23.371689409024466
2020-05-30,Afghanistan,23.493671486486637
2020-05-31,Afghanistan,23.612355786042592
2020-06-01,Afghanistan,23.727742307692317
2020-06-02,Afghanistan,23.839831051435805
2020-06-03,Afghanistan,23.948622017273074
2020-06-04,Afghanistan,24.054115205204113
2020-06-05,Afghanistan,24.156310615228925
2020-06-06,Afghanistan,24.255208247347507
2020-06-07,Afghanistan,24.35080810155987
2020-06-08,Afghanistan,24.443110177865993
2020-06-09,Afghanistan,24.532114476265896
2020-06-10,Afghanistan,24.61782099675957
2020-06-11,Afghanistan,24.70022973934701
2020-06-12,Afghanistan,24.77934070402823
2020-06-13,Afghanistan,24.855153890803216
2020-06-14,Afghanistan,24.927669299671983
2020-06-15,Afghanistan,24.996886930634517
2020-06-16,Afghanistan,25.062806783690824
2020-06-17,Afghanistan,25.125293653370736
2020-06-18,Afghanistan,25.184212334204076
2020-06-19,Afghanistan,25.239562826190852
2020-06-20,Afghanistan,25.291345129331063
2020-06-21,Afghanistan,25.339559243624706
2020-06-22,Afghanistan,25.384205169071787
2020-06-23,Afghanistan,25.425282905672297
2020-06-24,Afghanistan,25.462792453426243
2020-06-25,Afghanistan,25.49673381233362
2020-06-26,Afghanistan,25.527106982394432
2020-06-27,Afghanistan,25.55391196360868
2020-06-28,Afghanistan,25.57714875597636
2020-06-29,Afghanistan,25.59681735949747
2020-06-30,Afghanistan,25.612917774172015
2020-07-01,Afghanistan,25.62545
2020-07-02,Afghanistan,25.63441403698141
2020-07-03,Afghanistan,25.639809885116257
2020-07-04,Afghanistan,25.641637544404542
2020-07-05,Afghanistan,25.63989701484625
2020-07-06,Afghanistan,25.6345882964414
2020-07-07,Afghanistan,25.625711389189984
2020-07-08,Afghanistan,25.613266293091996
2020-07-09,Afghanistan,25.597253008147447
2020-07-10,Afghanistan,25.577671534356334
2020-07-11,Afghanistan,25.55452187171864
2020-07-12,Afghanistan,25.52780402023439
2020-07-13,Afghanistan,25.497517979903577
2020-07-14,Afghanistan,25.463663750726198
2020-07-15,Afghanistan,25.426241332702247
2020-07-16,Afghanistan,25.38525072583173
2020-07-17,Afghanistan,25.340690340798556
2020-07-18,Afghanistan,25.292550641706118
2020-07-19,Afghanistan,25.24083003923833
2020-07-20,Afghanistan,25.185528533395193
2020-07-21,Afghanistan,25.126646124176695
2020-07-22,Afghanistan,25.06418281158285
2020-07-23,Afghanistan,24.998138595613653
2020-07-24,Afghanistan,24.928513476269107
2020-07-25,Afghanistan,24.8553074535492
2020-07-26,Afghanistan,24.778520527453942
2020-07-27,Afghanistan,24.698152697983335
2020-07-28,Afghanistan,24.61420396513737
2020-07-29,Afghanistan,24.52667432891606
2020-07-30,Afghanistan,24.43556378931939
2020-07-31,Afghanistan,24.340872346347375
2020-08-01,Afghanistan,24.2426
2020-08-02,Afghanistan,24.140746750277277
2020-08-03,Afghanistan,24.035312597179196
2020-08-04,Afghanistan,23.926297540705768
2020-08-05,Afghanistan,23.813701580856986
2020-08-06,Afghanistan,23.697524717632852
2020-08-07,Afghanistan,23.57776695103336
2020-08-08,Afghanistan,23.454428281058522
2020-08-09,Afghanistan,23.327508707708326
2020-08-10,Afghanistan,23.197008230982778
2020-08-11,Afghanistan,23.06292685088188
2020-08-12,Afghanistan,22.92526456740563
2020-08-13,Afghanistan,22.784021380554023
2020-08-14,Afghanistan,22.63919729032707
2020-08-15,Afghanistan,22.490792296724756
2020-08-16,Afghanistan,22.3388063997471
2020-08-17,Afghanistan,22.18353227293464
2020-08-18,Afghanistan,22.02672595753079
2020-08-19,Afghanistan,21.86868012707609
2020-08-20,Afghanistan,21.70939478157055
2020-08-21,Afghanistan,21.54886992101417
2020-08-22,Afghanistan,21.387105545406943
2020-08-23,Afghanistan,21.224101654748885
2020-08-24,Afghanistan,21.059858249039983
2020-08-25,Afghanistan,20.894375328280237
2020-08-26,Afghanistan,20.72765289246965
2020-08-27,Afghanistan,20.559690941608224
2020-08-28,Afghanistan,20.39048947569595
2020-08-29,Afghanistan,20.220048494732843
2020-08-30,Afghanistan,20.048367998718888
2020-08-31,Afghanistan,19.87544798765409
2020-09-01,Afghanistan,19.70128846153846
2020-09-02,Afghanistan,19.52588942037198
2020-09-03,Afghanistan,19.349250864154666
2020-09-04,Afghanistan,19.17137279288651
2020-09-05,Afghanistan,18.992255206567506
2020-09-06,Afghanistan,18.811898105197663
2020-09-07,Afghanistan,18.63030148877698
2020-09-08,Afghanistan,18.447465357305454
2020-09-09,Afghanistan,18.263389710783088
2020-09-10,Afghanistan,18.07807454920988
2020-09-11,Afghanistan,17.89151987258583
2020-09-12,Afghanistan,17.703725680910942
2020-09-13,Afghanistan,17.514691974185208
2020-09-14,Afghanistan,17.324418752408636
2020-09-15,Afghanistan,17.132906015581224
2020-09-16,Afghanistan,16.940153763702966
2020-09-17,Afghanistan,16.746356196318292
2020-09-18,Afghanistan,16.551707512971618
2020-09-19,Afghanistan,16.356207713662947
2020-09-20,Afghanistan,16.159856798392276
2020-09-21,Afghanistan,15.962654767159611
2020-09-22,Afghanistan,15.76460161996495
2020-09-23,Afghanistan,15.565697356808286
2020-09-24,Afghanistan,15.365941977689626
2020-09-25,Afghanistan,15.165335482608972
2020-09-26,Afghanistan,14.963877871566316
2020-09-27,Afghanistan,14.761569144561662
2020-09-28,Afghanistan,14.558409301595011
2020-09-29,Afghanistan,14.354398342666364
2020-09-30,Afghanistan,14.149536267775717
2020-10-01,Afghanistan,13.943823076923078
2020-10-02,Afghanistan,13.737258770108436
2020-10-03,Afghanistan,13.529843347331795
2020-10-04,Afghanistan,13.321576808593159
2020-10-05,Afghanistan,13.112459153892525
2020-10-06,Afghanistan,12.902490383229894
2020-10-07,Afghanistan,12.691670496605264
2020-10-08,Afghanistan,12.479999494018635
2020-10-09,Afghanistan,12.267477375470012
2020-10-10,Afghanistan,12.054104140959389
2020-10-11,Afghanistan,11.839879790486767
2020-10-12,Afghanistan,11.624804324052151
2020-10-13,Afghanistan,11.408877741655536
2020-10-14,Afghanistan,11.192100043296922
2020-10-15,Afghanistan,10.97447122897631
2020-10-16,Afghanistan,10.7559912986937
2020-10-17,Afghanistan,10.537036209115755
2020-10-18,Afghanistan,10.319861700242425
2020-10-19,Afghanistan,10.104843728740374
2020-10-20,Afghanistan,9.891982294609603
2020-10-21,Afghanistan,9.681277397850106
2020-10-22,Afghanistan,9.472729038461887
2020-10-23,Afghanistan,9.26633721644495
2020-10-24,Afghanistan,9.062101931799287
2020-10-25,Afghanistan,8.860023184524904
2020-10-26,Afghanistan,8.660100974621798
2020-10-27,Afghanistan,8.462335302089969
2020-10-28,Afghanistan,8.26672616692942
2020-10-29,Afghanistan,8.073273569140147
2020-10-30,Afghanistan,7.881977508722153
2020-10-31,Afghanistan,7.692837985675437
2020-11-01,Afghanistan,7.505854999999999
2020-11-02,Afghanistan,7.321028551695837
2020-11-03,Afghanistan,7.138358640762953
2020-11-04,Afghanistan,6.957845267201349
2020-11-05,Afghanistan,6.77948843101102
2020-11-06,Afghanistan,6.603288132191971
2020-11-07,Afghanistan,6.4292443707442
2020-11-08,Afghanistan,6.257357146667706
2020-11-09,Afghanistan,6.0876264599624905
2020-11-10,Afghanistan,5.920052310628552
2020-11-11,Afghanistan,5.7546346986658925
2020-11-12,Afghanistan,5.591373624074511
2020-11-13,Afghanistan,5.430269086854406
2020-11-14,Afghanistan,5.271321087005579
2020-11-15,Afghanistan,5.11452962452803
2020-11-16,Afghanistan,4.959894699421759
2020-11-17,Afghanistan,4.807719004337723
2020-11-18,Afghanistan,4.658305231926875
2020-11-19,Afghanistan,4.511653382189219
2020-11-20,Afghanistan,4.367763455124752
2020-11-21,Afghanistan,4.226635450733475
2020-11-22,Afghanistan,4.0882693690153875
2020-11-23,Afghanistan,3.9526652099704918
2020-11-24,Afghanistan,3.8198229735987836
2020-11-25,Afghanistan,3.6897426599002676
2020-11-26,Afghanistan,3.5624242688749392
2020-11-27,Afghanistan,3.4378678005228025
2020-11-28,Afghanistan,3.3160732548438556
2020-11-29,Afghanistan,3.1970406318380986
2020-11-30,Afghanistan,3.0807699315055315
2020-12-01,Afghanistan,2.967261153846154
2020-12-02,Afghanistan,2.8565142988599668
2020-12-03,Afghanistan,2.7485293665469688
2020-12-04,Afghanistan,2.6433063569071624
2020-12-05,Afghanistan,2.5408452699405446
2020-12-06,Afghanistan,2.4411461056471175
2020-12-07,Afghanistan,2.344208864026881
2020-12-08,Afghanistan,2.250033545079833
2020-12-09,Afghanistan,2.1586201488059755
2020-12-10,Afghanistan,2.0699686752053084
2020-12-11,Afghanistan,1.9840791242778313
2020-12-12,Afghanistan,1.9009514960235436
2020-12-13,Afghanistan,1.8205857904424465
2020-12-14,Afghanistan,1.7429820075345386
2020-12-15,Afghanistan,1.6681401472998214
2020-12-16,Afghanistan,1.596060209738294
2020-12-17,Afghanistan,1.5267421948499567
2020-12-18,Afghanistan,1.460186102634809
2020-12-19,Afghanistan,1.3963919330928516
2020-12-20,Afghanistan,1.335359686224084
2020-12-21,Afghanistan,1.2770893620285064
2020-12-22,Afghanistan,1.221580960506119
2020-12-23,Afghanistan,1.1688344816569214
2020-12-24,Afghanistan,1.1188499254809137
2020-12-25,Afghanistan,1.0716272919780963
2020-12-26,Afghanistan,1.0271665811484687
2020-12-27,Afghanistan,0.9854677929920309
2020-12-28,Afghanistan,0.9465309275087832
2020-12-29,Afghanistan,0.9103559846987255
2020-12-30,Afghanistan,0.8769429645618579
2020-12-31,Afghanistan,0.8462918670981802
2020-01-01,Albania,2.540750384615385
2020-01-02,Albania,2.522258648748185
2020-01-03,Albania,2.5069239020545955
2020-01-04,Albania,2.494746144534618
2020-01-05,Albania,2.485725376188253
2020-01-06,Albania,2.479861597015498
2020-01-07,Albania,2.477154807016355
2020-01-08,Albania,2.4776050061908244
2020-01-09,Albania,2.4812121945389043
2020-01-10,Albania,2.4879763720605967
2020-01-11,Albania,2.4978975387559004
2020-01-12,Albania,2.5109756946248147
2020-01-13,Albania,2.5272108396673416
2020-01-14,Albania,2.5466029738834797
2020-01-15,Albania,2.5691520972732294
2020-01-16,Albania,2.5948582098365907
2020-01-17,Albania,2.623721311573563
2020-01-18,Albania,2.6557414024841473
2020-01-19,Albania,2.690918482568343
2020-01-20,Albania,2.729252551826151
2020-01-21,Albania,2.7707436102575693
2020-01-22,Albania,2.8153916578626
2020-01-23,Albania,2.8631966946412417
2020-01-24,Albania,2.9141587205934947
2020-01-25,Albania,2.96827773571936
2020-01-26,Albania,3.025553740018837
2020-01-27,Albania,3.0859867334919246
2020-01-28,Albania,3.149576716138624
2020-01-29,Albania,3.2163236879589356
2020-01-30,Albania,3.2862276489528583
2020-01-31,Albania,3.3592885991203927
2020-02-01,Albania,3.435506538461538
2020-02-02,Albania,3.5148814669762958
2020-02-03,Albania,3.597413384664664
2020-02-04,Albania,3.6831022915266454
2020-02-05,Albania,3.771948187562237
2020-02-06,Albania,3.86395107277144
2020-02-07,Albania,3.959110947154256
2020-02-08,Albania,4.057427810710682
2020-02-09,Albania,4.158901663440721
2020-02-10,Albania,4.2635325053443704
2020-02-11,Albania,4.371320336421632
2020-02-12,Albania,4.482265156672504
2020-02-13,Albania,4.596366966096988
2020-02-14,Albania,4.7136257646950845
2020-02-15,Albania,4.8340415524667915
2020-02-16,Albania,4.957209295852395
2020-02-17,Albania,5.080698793493588
2020-02-18,Albania,5.20410501183066
2020-02-19,Albania,5.3274279508636075
2020-02-20,Albania,5.45066761059243
2020-02-21,Albania,5.57382399101713
2020-02-22,Albania,5.696897092137705
2020-02-23,Albania,5.819886913954156
2020-02-24,Albania,5.942793456466484
2020-02-25,Albania,6.065616719674689
2020-02-26,Albania,6.1883567035787665
2020-02-27,Albania,6.311013408178724
2020-02-28,Albania,6.433586833474556
2020-02-29,Albania,6.556076979466264
2020-03-01,Albania,6.678483846153847
2020-03-02,Albania,6.800807433537308
2020-03-03,Albania,6.923047741616644
2020-03-04,Albania,7.045204770391857
2020-03-05,Albania,7.167278519862946
2020-03-06,Albania,7.28926899002991
2020-03-07,Albania,7.411176180892751
2020-03-08,Albania,7.533000092451466
2020-03-09,Albania,7.654740724706059
2020-03-10,Albania,7.776398077656529
2020-03-11,Albania,7.8979721513028736
2020-03-12,Albania,8.019462945645095
2020-03-13,Albania,8.140870460683193
2020-03-14,Albania,8.262194696417165
2020-03-15,Albania,8.383435652847016
2020-03-16,Albania,8.50459332997274
2020-03-17,Albania,8.625906657409157
2020-03-18,Albania,8.748809212845162
2020-03-19,Albania,8.873539925895571
2020-03-20,Albania,9.00009879656038
2020-03-21,Albania,9.128485824839593
2020-03-22,Albania,9.25870101073321
2020-03-23,Albania,9.39074435424123
2020-03-24,Albania,9.52461585536365
2020-03-25,Albania,9.660315514100475
2020-03-26,Albania,9.797843330451705
2020-03-27,Albania,9.937199304417334
2020-03-28,Albania,10.078383435997369
2020-03-29,Albania,10.221395725191805
2020-03-30,Albania,10.366236172000647
2020-03-31,Albania,10.512904776423888
2020-04-01,Albania,10.661401538461536
2020-04-02,Albania,10.811726458113583
2020-04-03,Albania,10.963879535380034
2020-04-04,Albania,11.11786077026089
2020-04-05,Albania,11.273670162756147
2020-04-06,Albania,11.43130771286581
2020-04-07,Albania,11.590773420589871
2020-04-08,Albania,11.752067285928337
2020-04-09,Albania,11.915189308881207
2020-04-10,Albania,12.08013948944848
2020-04-11,Albania,12.246917827630153
2020-04-12,Albania,12.415524323426233
2020-04-13,Albania,12.585958976836714
2020-04-14,Albania,12.758221787861597
2020-04-15,Albania,12.932312756500886
2020-04-16,Albania,13.108231882754577
2020-04-17,Albania,13.284201877742754
2020-04-18,Albania,13.458445452585512
2020-04-19,Albania,13.63096260728284
2020-04-20,Albania,13.801753341834743
2020-04-21,Albania,13.970817656241225
2020-04-22,Albania,14.138155550502285
2020-04-23,Albania,14.303767024617917
2020-04-24,Albania,14.467652078588122
2020-04-25,Albania,14.629810712412906
2020-04-26,Albania,14.790242926092265
2020-04-27,Albania,14.9489487196262
2020-04-28,Albania,15.10592809301471
2020-04-29,Albania,15.261181046257796
2020-04-30,Albania,15.414707579355456
2020-05-01,Albania,15.566507692307693
2020-05-02,Albania,15.716581385114504
2020-05-03,Albania,15.864928657775891
2020-05-04,Albania,16.011549510291857
2020-05-05,Albania,16.156443942662392
2020-05-06,Albania,16.299611954887506
2020-05-07,Albania,16.441053546967197
2020-05-08,Albania,16.58076871890146
2020-05-09,Albania,16.7187574706903
2020-05-10,Albania,16.855019802333715
2020-05-11,Albania,16.989555713831706
2020-05-12,Albania,17.122365205184277
2020-05-13,Albania,17.253448276391417
2020-05-14,Albania,17.382804927453133
2020-05-15,Albania,17.510435158369425
2020-05-16,Albania,17.636338969140297
2020-05-17,Albania,17.760608344203263
2020-05-18,Albania,17.88379519018345
2020-05-19,Albania,18.005991491518373
2020-05-20,Albania,18.12719724820804
2020-05-21,Albania,18.247412460252452
2020-05-22,Albania,18.366637127651593
2020-05-23,Albania,18.484871250405487
2020-05-24,Albania,18.60211482851412
2020-05-25,Albania,18.71836786197749
2020-05-26,Albania,18.833630350795605
2020-05-27,Albania,18.947902294968458
2020-05-28,Albania,19.06118369449605
2020-05-29,Albania,19.17347454937839
2020-05-30,Albania,19.284774859615467
2020-05-31,Albania,19.39508462520729
2020-06-01,Albania,19.504403846153846
2020-06-02,Albania,19.612732522455147
2020-06-03,Albania,19.72007065411119
2020-06-04,Albania,19.82641824112197
2020-06-05,Albania,19.931775283487493
2020-06-06,Albania,20.036141781207757
2020-06-07,Albania,20.139517734282766
2020-06-08,Albania,20.24190314271251
2020-06-09,Albania,20.343298006496997
2020-06-10,Albania,20.443702325636224
2020-06-11,Albania,20.54311610013019
2020-06-12,Albania,20.641539329978905
2020-06-13,Albania,20.738972015182355
2020-06-14,Albania,20.835414155740548
2020-06-15,Albania,20.93086575165348
2020-06-16,Albania,21.025326802921157
2020-06-17,Albania,21.118026863803887
2020-06-18,Albania,21.208195488562
2020-06-19,Albania,21.295832677195495
2020-06-20,Albania,21.38093842970436
2020-06-21,Albania,21.46351274608861
2020-06-22,Albania,21.54355562634824
2020-06-23,Albania,21.621067070483246
2020-06-24,Albania,21.69604707849363
2020-06-25,Albania,21.768495650379396
2020-06-26,Albania,21.83841278614054
2020-06-27,Albania,21.905798485777055
2020-06-28,Albania,21.97065274928896
2020-06-29,Albania,22.032975576676236
2020-06-30,Albania,22.092766967938886
2020-07-01,Albania,22.15002692307693
2020-07-02,Albania,22.20475544209034
2020-07-03,Albania,22.256952524979134
2020-07-04,Albania,22.30661817174331
2020-07-05,Albania,22.353752382382854
2020-07-06,Albania,22.398355156897782
2020-07-07,Albania,22.44042649528809
2020-07-08,Albania,22.47996639755378
2020-07-09,Albania,22.516974863694845
2020-07-10,Albania,22.55145189371129
2020-07-11,Albania,22.583397487603108
2020-07-12,Albania,22.612811645370314
2020-07-13,Albania,22.639694367012893
2020-07-14,Albania,22.664045652530852
2020-07-15,Albania,22.685865501924187
2020-07-16,Albania,22.705153915192902
2020-07-17,Albania,22.72146255632571
2020-07-18,Albania,22.732101409254845
2020-07-19,Albania,22.73662213796903
2020-07-20,Albania,22.735024742468255
2020-07-21,Albania,22.72730922275252
2020-07-22,Albania,22.713475578821832
2020-07-23,Albania,22.693523810676183
2020-07-24,Albania,22.667453918315584
2020-07-25,Albania,22.635265901740024
2020-07-26,Albania,22.596959760949506
2020-07-27,Albania,22.55253549594403
2020-07-28,Albania,22.501993106723596
2020-07-29,Albania,22.445332593288207
2020-07-30,Albania,22.382553955637864
2020-07-31,Albania,22.313657193772563
2020-08-01,Albania,22.238642307692302
2020-08-02,Albania,22.15750929739709
2020-08-03,Albania,22.070258162886915
2020-08-04,Albania,21.976888904161786
2020-08-05,Albania,21.8774015212217
2020-08-06,Albania,21.77179601406666
2020-08-07,Albania,21.660072382696654
2020-08-08,Albania,21.5422306271117
2020-08-09,Albania,21.418270747311787
2020-08-10,Albania,21.288192743296914
2020-08-11,Albania,21.151996615067084
2020-08-12,Albania,21.009682362622303
2020-08-13,Albania,20.86124998596256
2020-08-14,Albania,20.706699485087864
2020-08-15,Albania,20.546030859998204
2020-08-16,Albania,20.379244110693595
2020-08-17,Albania,20.207162703437405
2020-08-18,Albania,20.034727435809906
2020-08-19,Albania,19.86276177407447
2020-08-20,Albania,19.69126571823112
2020-08-21,Albania,19.520239268279827
2020-08-22,Albania,19.349682424220607
2020-08-23,Albania,19.179595186053465
2020-08-24,Albania,19.009977553778384
2020-08-25,Albania,18.84082952739538
2020-08-26,Albania,18.67215110690444
2020-08-27,Albania,18.503942292305577
2020-08-28,Albania,18.336203083598782
2020-08-29,Albania,18.168933480784055
2020-08-30,Albania,18.002133483861403
2020-08-31,Albania,17.83580309283082
2020-09-01,Albania,17.669942307692306
2020-09-02,Albania,17.504551128445858
2020-09-03,Albania,17.339629555091484
2020-09-04,Albania,17.175177587629186
2020-09-05,Albania,17.011195226058952
2020-09-06,Albania,16.84768247038079
2020-09-07,Albania,16.684639320594695
2020-09-08,Albania,16.522065776700675
2020-09-09,Albania,16.359961838698723
2020-09-10,Albania,16.19832750658884
2020-09-11,Albania,16.037162780371027
2020-09-12,Albania,15.876467660045286
2020-09-13,Albania,15.716242145611616
2020-09-14,Albania,15.556486237070017
2020-09-15,Albania,15.397199934420488
2020-09-16,Albania,15.238383237663028
2020-09-17,Albania,15.079980895032325
2020-09-18,Albania,14.921937654763061
2020-09-19,Albania,14.764253516855241
2020-09-20,Albania,14.606928481308861
2020-09-21,Albania,14.449962548123924
2020-09-22,Albania,14.29335571730043
2020-09-23,Albania,14.137107988838377
2020-09-24,Albania,13.981219362737765
2020-09-25,Albania,13.825689838998596
2020-09-26,Albania,13.670519417620865
2020-09-27,Albania,13.515708098604575
2020-09-28,Albania,13.361255881949731
2020-09-29,Albania,13.207162767656328
2020-09-30,Albania,13.053428755724365
2020-10-01,Albania,12.900053846153845
2020-10-02,Albania,12.747038038944764
2020-10-03,Albania,12.594381334097127
2020-10-04,Albania,12.44208373161093
2020-10-05,Albania,12.290145231486175
2020-10-06,Albania,12.138565833722863
2020-10-07,Albania,11.98734553832099
2020-10-08,Albania,11.836484345280562
2020-10-09,Albania,11.685982254601573
2020-10-10,Albania,11.535839266284029
2020-10-11,Albania,11.386055380327923
2020-10-12,Albania,11.23663059673326
2020-10-13,Albania,11.087564915500039
2020-10-14,Albania,10.938858336628257
2020-10-15,Albania,10.79051086011792
2020-10-16,Albania,10.642522485969025
2020-10-17,Albania,10.494767220147338
2020-10-18,Albania,10.346489098447472
2020-10-19,Albania,10.197562126835193
2020-10-20,Albania,10.047986305310506
2020-10-21,Albania,9.897761633873404
2020-10-22,Albania,9.74688811252389
2020-10-23,Albania,9.595365741261968
2020-10-24,Albania,9.443194520087635
2020-10-25,Albania,9.290374449000888
2020-10-26,Albania,9.136905528001732
2020-10-27,Albania,8.982787757090163
2020-10-28,Albania,8.828021136266184
2020-10-29,Albania,8.672605665529794
2020-10-30,Albania,8.516541344880991
2020-10-31,Albania,8.359828174319778
2020-11-01,Albania,8.202466153846153
